g	s	f
SCAND2P	4	f-91
SCAND2P	6	f-14
SCAP	1	f-16
SCAP	2	f-390
SCAP	349	f-12
SCAP	44	f-14
SCAPER	1	f-25
SCAPER	1	f-51
SCAPER	101	f-23
SCAPER	101	f-71
SCAPER	158	f-32
SCAPER	2	f-16
SCAPER	222	f-13
SCAPER	27	f-14
SCAPER	278	f-91
SCAPER	311	f-27
SCAPER	327	f-28
SCAPER	416	f-38
SCAPER	45	f-61
SCAPER	47	f-63
SCAPER	532	f-42
SCAPER	55	f-62
SCAPER	620	f-36
SCAPER	629	f-37
SCAPER	635	f-92
SCAPER	638	f-39
SCAPER	641	f-392
SCAPER	651	f-35
SCAPER	666	f-390
SCAPER	685	f-391
SCAPER	69	f-26
SCAPER	699	f-12
SCAPER	77	f-33
SCARA3	1	f-13
SCARA3	2	f-25
SCARA3	2	f-41
SCARA5	1	f-16
SCARA5	1	f-212
SCARA5	100	f-13
SCARA5	2	f-41
SCARA5	3	f-211
SCARA5	4	f-14
SCARA5	49	f-35
SCARB1	1	f-16
SCARB1	1	f-51
SCARB1	11	f-62
SCARB1	14	f-25
SCARB1	14	f-61
SCARB1	2	f-391
SCARB1	22	f-26
SCARB1	25	f-63
SCARB1	28	f-14
SCARB1	3	f-42
SCARB1	42	f-13
SCARB1	9	f-23
SCARB1	9	f-71
SCARB2	1	f-25
SCARB2	1	f-51
SCARB2	10	f-390
SCARB2	13	f-14
SCARB2	141	f-13
SCARB2	16	f-61
SCARB2	46	f-26
SCARB2	51	f-62
SCARB2	56	f-63
SCARB2	6	f-41
SCARF1	1	f-51
SCARF1	2	f-25
SCARF1	6	f-14
SCARF2	1	f-25
SCARF2	1	f-41
SCARF2	2	f-14
SCARF2	2	f-392
SCARNA10	1	f-16
SCARNA10	1	f-26
SCARNA10	1	f-392
SCARNA10	1	f-61
SCARNA10	1	f-62
SCARNA10	2	f-213
SCARNA10	2	f-223
SCARNA10	2	f-225
SCARNA12	1	f-16
SCARNA12	1	f-63
SCARNA12	26	f-392
SCARNA12	6	f-25
SCARNA13	1	f-25
SCARNA13	1	f-41
SCARNA13	1	f-51
SCARNA14	10	f-62
SCARNA16	1	f-225
SCARNA17	1	f-63
SCARNA17	2	f-26
SCARNA17	3	f-14
SCARNA17	6	f-61
SCARNA18	1	f-41
SCARNA18	2	f-63
SCARNA20	1	f-25
SCARNA21	1	f-26
SCARNA21	1	f-62
SCARNA21	1	f-63
SCARNA21	2	f-41
SCARNA21	2	f-61
SCARNA22	1	f-37
SCARNA24	2	f-14
SCARNA27	6	f-61
SCARNA3	1	f-390
SCARNA5	1	f-12
SCARNA5	1	f-39
SCARNA5	1	f-92
SCARNA5	4	f-35
SCARNA6	1	f-41
SCARNA6	1	f-62
SCARNA7	7	f-41
SCARNA8	1	f-51
SCARNA9	1	f-16
SCARNA9	5	f-39
SCCPDH	1	f-16
SCCPDH	1	f-27
SCCPDH	1	f-37
SCCPDH	1	f-91
SCCPDH	12	f-21
SCCPDH	12	f-61
SCCPDH	12	f-72
SCCPDH	13	f-12
SCCPDH	14	f-62
SCCPDH	15	f-35
SCCPDH	18	f-63
SCCPDH	2	f-212
SCCPDH	24	f-14
SCCPDH	35	f-42
SCCPDH	51	f-391
SCCPDH	52	f-392
SCCPDH	53	f-13
SCCPDH	79	f-23
SCCPDH	79	f-71
SCCPDH	8	f-26
SCCPDH	81	f-36
SCCPDH	88	f-38
SCCPDH	96	f-39
SCCPDH	97	f-390
SCD	2	f-14
SCD	2	f-390
SCD	26	f-13
SCD5	1	f-16
SCD5	1	f-21
SCD5	1	f-234
SCD5	1	f-72
SCD5	11	f-62
SCD5	112	f-39
SCD5	112	f-390
SCD5	114	f-392
SCD5	114	f-91
SCD5	118	f-38
SCD5	13	f-42
SCD5	137	f-13
SCD5	137	f-33
SCD5	141	f-92
SCD5	16	f-391
SCD5	161	f-12
SCD5	2	f-211
SCD5	2	f-212
SCD5	2	f-213
SCD5	2	f-231
SCD5	22	f-26
SCD5	3	f-25
SCD5	5	f-63
SCD5	53	f-23
SCD5	53	f-71
SCD5	60	f-31
SCD5	7	f-14
SCD5	77	f-27
SCD5	78	f-37
SCDP1	1	f-14
SCEL	2	f-25
SCFD1	1	f-51
SCFD1	13	f-36
SCFD1	148	f-27
SCFD1	18	f-13
SCFD1	2	f-16
SCFD1	2	f-92
SCFD1	221	f-23
SCFD1	221	f-71
SCFD1	224	f-12
SCFD1	27	f-61
SCFD1	28	f-26
SCFD1	28	f-28
SCFD1	29	f-62
SCFD1	30	f-63
SCFD1	31	f-14
SCFD1	4	f-33
SCFD1	5	f-21
SCFD1	5	f-211
SCFD1	5	f-72
SCFD1	7	f-212
SCFD1	7	f-213
SCFD2	1	f-16
SCFD2	10	f-14
SCFD2	2	f-13
SCFD2	73	f-22
SCG2	1	f-25
SCG2	3	f-91
SCG2	4	f-390
SCG2	92	f-42
SCG3	1	f-25
SCG3	26	f-62
SCG3	55	f-63
SCG5	26	f-62
SCG5	3	f-14
SCG5	30	f-61
SCG5	7	f-13
SCGB1A1	1	f-25
SCGB1A1	2	f-14
SCGB1A1	3	f-211
SCGB1A1	3	f-213
SCGB1B2P	2	f-14
SCGB1B2P	2	f-92
SCGB1C1	1	f-16
SCGB1C1	6	f-14
SCGB1C1	60	f-12
SCGB1D1	1	f-13
SCGB2A1	1	f-13
SCGB2B2	3	f-14
SCGB2B3P	1	f-14
SCGB2B3P	9	f-28
SCGB3A1	1	f-211
SCGB3A1	1	f-212
SCGB3A1	1	f-213
SCGB3A1	1	f-231
SCGB3A1	1	f-232
SCGB3A1	1	f-233
SCGB3A1	1	f-234
SCGB3A1	1	f-35
SCGB3A1	260	f-13
SCGB3A1	5	f-25
SCGB3A1	5	f-41
SCGB3A1	6	f-14
SCGB3A1	61	f-31
SCGB3A1	73	f-33
SCGB3A1	91	f-12
SCGB3A2	1	f-232
SCGB3A2	1	f-234
SCGB3A2	14	f-25
SCGB3A2	23	f-12
SCGB3A2	23	f-26
SCGB3A2	27	f-23
SCGB3A2	27	f-71
SCGB3A2	47	f-27
SCGB3A2	83	f-13
SCGB3A2	84	f-28
SCGB3A2	9	f-14
SCGN	1	f-213
SCGN	1	f-25
SCGN	1	f-39
SCGN	2	f-41
SCGN	20	f-391
SCIMP	1	f-42
SCIMP	227	f-12
SCIMP	3	f-391
SCIMP	4	f-14
SCIMP	4	f-91
SCIMP	6	f-392
SCIN	1	f-13
SCIN	10	f-390
SCIN	18	f-62
SCIN	2	f-25
SCIN	29	f-61
SCIN	3	f-42
SCIN	30	f-63
SCIN	5	f-392
SCIN	7	f-14
SCLT1	1	f-16
SCLT1	1	f-51
SCLT1	109	f-28
SCLT1	14	f-63
SCLT1	21	f-25
SCLT1	29	f-14
SCLT1	34	f-26
SCLT1	8	f-62
SCLT1	85	f-27
SCLT1	87	f-23
SCLT1	87	f-71
SCLT1	98	f-22
SCLY	1	f-13
SCLY	1	f-212
SCLY	1	f-23
SCLY	1	f-35
SCLY	1	f-36
SCLY	1	f-42
SCLY	1	f-71
SCLY	2	f-14
SCLY	2	f-391
SCLY	3	f-91
SCLY	4	f-38
SCMH1	1	f-35
SCMH1	1	f-36
SCMH1	1	f-61
SCMH1	114	f-13
SCMH1	34	f-42
SCMH1	4	f-22
SCMH1	4	f-26
SCMH1	4	f-62
SCMH1	5	f-25
SCMH1	9	f-14
SCML1	1	f-26
SCML2P2	1	f-27
SCML4	1	f-16
SCML4	1	f-392
SCML4	1	f-51
SCML4	15	f-391
SCML4	165	f-12
SCML4	2	f-35
SCML4	2	f-92
SCML4	232	f-13
SCML4	25	f-28
SCML4	37	f-14
SCN10A	2	f-13
SCN10A	2	f-41
SCN11A	1	f-211
SCN11A	1	f-41
SCN11A	2	f-212
SCN11A	2	f-213
SCN1A	1	f-13
SCN1A	1	f-25
SCN1A	1	f-27
SCN1B	1	f-39
SCN1B	13	f-13
SCN1B	20	f-61
SCN1B	22	f-28
SCN1B	22	f-62
SCN1B	5	f-14
SCN2A	4	f-25
SCN2A	65	f-42
SCN2A	8	f-41
SCN2B	1	f-25
SCN2B	1	f-39
SCN2B	1	f-41
SCN2B	2	f-14
SCN2B	2	f-63
SCN2B	3	f-26
SCN3A	1	f-14
SCN3A	1	f-212
SCN3B	1	f-41
SCN3B	3	f-14
SCN3B	7	f-13
SCN3B	8	f-28
SCN4A	1	f-91
SCN4A	4	f-14
SCN4B	2	f-390
SCN4B	31	f-27
SCN4B	42	f-39
SCN4B	5	f-14
SCN5A	1	f-25
SCN5A	1	f-39
SCN5A	1	f-392
SCN5A	26	f-12
SCN5A	4	f-14
SCN5A	6	f-36
SCN7A	1	f-14
SCN7A	1	f-213
SCN7A	3	f-25
SCN8A	10	f-38
SCN8A	11	f-390
SCN8A	11	f-391
SCN8A	12	f-392
SCN8A	15	f-35
SCN8A	15	f-36
SCN8A	17	f-39
SCN8A	2	f-211
SCN8A	2	f-212
SCN8A	3	f-14
SCN8A	3	f-213
SCN8A	5	f-37
SCN8A	50	f-33
SCN8A	7	f-92
SCN9A	1	f-224
SCN9A	1	f-26
SCN9A	1	f-51
SCN9A	116	f-23
SCN9A	116	f-71
SCN9A	2	f-213
SCN9A	242	f-12
SCN9A	3	f-25
SCN9A	32	f-28
SCN9A	37	f-21
SCN9A	37	f-72
SCN9A	42	f-63
SCN9A	5	f-62
SCN9A	6	f-211
SCN9A	6	f-212
SCN9A	8	f-14
SCN9A	81	f-13
SCN9A	93	f-27
SCNM1	116	f-13
SCNM1	2	f-25
SCNM1	2	f-61
SCNM1	2	f-62
SCNM1	2	f-63
SCNM1	26	f-26
SCNM1	6	f-14
SCNN1A	1	f-41
SCNN1A	3	f-14
SCNN1A	33	f-13
SCNN1D	1	f-25
SCNN1D	1	f-26
SCNN1D	1	f-51
SCNN1D	3	f-13
SCNN1D	9	f-14
SCNN1G	1	f-14
SCNN1G	3	f-211
SCO1	1	f-21
SCO1	1	f-41
SCO1	1	f-61
SCO1	1	f-72
SCO1	11	f-63
SCO1	12	f-62
SCO1	132	f-13
SCO1	14	f-26
SCO1	2	f-25
SCO1	2	f-390
SCO1	22	f-31
SCO1	3	f-224
SCO1	4	f-222
SCO1	4	f-225
SCO1	4	f-23
SCO1	4	f-71
SCO1	5	f-14
SCO1	5	f-33
SCO2	1	f-25
SCO2	1	f-51
SCO2	113	f-13
SCO2	13	f-61
SCO2	14	f-26
SCO2	16	f-62
SCO2	2	f-213
SCO2	26	f-63
SCO2	33	f-23
SCO2	33	f-71
SCO2	70	f-12
SCO2	8	f-14
SCOC	1	f-51
SCOC	11	f-12
SCOC	12	f-61
SCOC	2	f-36
SCOC	20	f-62
SCOC	21	f-26
SCOC	21	f-63
SCP2	1	f-221
SCP2	1	f-222
SCP2	1	f-225
SCP2	106	f-28
SCP2	14	f-27
SCP2	2	f-16
SCP2	20	f-14
SCP2	235	f-33
SCP2	250	f-13
SCP2	260	f-42
SCP2	30	f-62
SCP2	32	f-61
SCP2	34	f-26
SCP2	38	f-63
SCP2	5	f-224
SCP2	5	f-41
SCP2	51	f-22
SCP2	649	f-23
SCP2	649	f-71
SCP2	74	f-12
SCPEP1	1	f-51
SCPEP1	10	f-61
SCPEP1	10	f-63
SCPEP1	13	f-14
SCPEP1	14	f-23
SCPEP1	14	f-71
SCPEP1	2	f-62
SCPEP1	31	f-13
SCPEP1	4	f-28
SCPEP1	79	f-12
SCPEP1	8	f-26
SCRG1	1	f-212
SCRG1	3	f-25
SCRIB	1	f-63
SCRIB	12	f-14
SCRIB	2	f-62
SCRIB	25	f-13
SCRN1	118	f-27
SCRN1	12	f-22
SCRN1	12	f-28
SCRN1	13	f-25
SCRN1	21	f-23
SCRN1	21	f-71
SCRN1	227	f-12
SCRN1	24	f-42
SCRN1	243	f-13
SCRN1	28	f-21
SCRN1	28	f-72
SCRN1	43	f-62
SCRN1	44	f-61
SCRN1	49	f-63
SCRN1	5	f-92
SCRN1	53	f-26
SCRN1	9	f-14
SCRN2	1	f-212
SCRN2	1	f-26
SCRN2	1	f-392
SCRN2	1	f-62
SCRN2	14	f-14
SCRN2	145	f-12
SCRN2	3	f-213
SCRN3	1	f-16
SCRN3	1	f-390
SCRN3	1	f-41
SCRN3	119	f-33
SCRN3	17	f-42
SCRN3	6	f-14
SCRN3	67	f-23
SCRN3	67	f-71
SCRN3	9	f-63
SCRT2	3	f-14
SCT	7	f-41
SCTR	1	f-25
SCUBE1	1	f-213
SCUBE1	2	f-212
SCUBE1	3	f-391
SCUBE2	1	f-25
SCUBE2	1	f-391
SCUBE2	10	f-27
SCUBE2	3	f-14
SCUBE2	4	f-28
SCUBE3	1	f-13
SCUBE3	1	f-25
SCUBE3	47	f-36
SCYE1	1	f-41
SCYL1	2	f-27
SCYL1	3	f-14
SCYL1BP1	10	f-25
SCYL1BP1	31	f-26
SCYL1BP1	32	f-61
SCYL1BP1	38	f-63
SCYL1BP1	46	f-62
SCYL3	1	f-26
SCYL3	1	f-51
SCYL3	1	f-63
SCYL3	198	f-13
SCYL3	3	f-25
SCYL3	3	f-62
SCYL3	9	f-14
SDAD1	8	f-14
SDAD1P1	1	f-39
SDAD1P1	1	f-392
SDAD1P1	2	f-12
SDAD1P1	2	f-14
SDAD1P1	21	f-35
SDAD1P1	21	f-42
SDAD1P1	27	f-36
SDAD1P1	5	f-92
SDC1	1	f-51
SDC1	1	f-61
SDC1	27	f-62
SDC1	3	f-41
SDC1	4	f-36
SDC1	5	f-63
SDC2	16	f-14
SDC2	31	f-61
SDC2	37	f-63
SDC2	44	f-62
SDC2	6	f-21
SDC2	6	f-72
SDC2	7	f-23
SDC2	7	f-71
SDC2	8	f-28
SDC3	1	f-211
SDC3	1	f-25
SDC3	139	f-22
SDC3	170	f-23
SDC3	170	f-71
SDC3	2	f-61
SDC3	26	f-390
SDC3	39	f-63
SDC3	6	f-14
SDC3	6	f-21
SDC3	6	f-72
SDC3	69	f-27
SDC3	7	f-37
SDC3	8	f-92
SDC4	1	f-390
SDC4	1	f-392
SDC4	11	f-63
SDC4	4	f-14
SDCBP	4	f-14
SDCBP2	1	f-211
SDCBP2	1	f-212
SDCBP2	1	f-25
SDCBP2	193	f-13
SDCBP2	2	f-213
SDCBP2	21	f-14
SDCBP2	9	f-12
SDCBP2-AS1	2	f-38
SDCBP2-AS1	20	f-12
SDCBP2-AS1	3	f-14
SDCBP2-AS1	3	f-42
SDCBP2-AS1	5	f-391
SDCBPP3	4	f-92
SDCCAG10	1	f-63
SDCCAG10	2	f-41
SDCCAG10	78	f-13
SDCCAG3	1	f-16
SDCCAG3	11	f-61
SDCCAG3	16	f-27
SDCCAG3	21	f-14
SDCCAG3	221	f-12
SDCCAG3	26	f-22
SDCCAG3	3	f-41
SDCCAG3	31	f-25
SDCCAG3	38	f-62
SDCCAG3	40	f-26
SDCCAG3	40	f-63
SDCCAG3	99	f-13
SDCCAG3	99	f-23
SDCCAG3	99	f-71
SDCCAG3P1	2	f-39
SDCCAG3P1	2	f-42
SDCCAG8	1	f-33
SDCCAG8	11	f-63
SDCCAG8	126	f-27
SDCCAG8	16	f-25
SDCCAG8	2	f-16
SDCCAG8	25	f-26
SDCCAG8	26	f-62
SDCCAG8	32	f-14
SDCCAG8	339	f-12
SDCCAG8	349	f-23
SDCCAG8	349	f-71
SDCCAG8	43	f-35
SDCCAG8	60	f-36
SDCCAG8	74	f-91
SDCCAG8	91	f-13
SDCCAG8	99	f-28
SDE2	3	f-14
SDE2	3	f-391
SDF2	1	f-26
SDF2	3	f-33
SDF2L1	1	f-92
SDF2L1	20	f-13
SDF4	1	f-25
SDF4	1	f-26
SDF4	1	f-51
SDF4	1	f-61
SDF4	1	f-63
SDF4	2	f-62
SDF4	23	f-13
SDF4	6	f-14
SDF4	87	f-23
SDF4	87	f-71
SDHA	172	f-13
SDHA	24	f-14
SDHA	36	f-21
SDHA	36	f-72
SDHA	668	f-12
SDHA	8	f-33
SDHA	8	f-392
SDHAF1	1	f-14
SDHAF1	1	f-41
SDHAF1	1	f-51
SDHAF1	2	f-61
SDHAF1	2	f-62
SDHAF1	3	f-63
SDHAF1	4	f-26
SDHAF2	1	f-14
SDHAF2	1	f-26
SDHAF2	1	f-63
SDHAF2	2	f-390
SDHAF2	22	f-12
SDHAF2	3	f-61
SDHAP1	1	f-16
SDHAP1	1	f-92
SDHAP1	108	f-14
SDHAP1	119	f-12
SDHAP1	2	f-37
SDHAP1	2	f-91
SDHAP1	4	f-392
SDHAP2	244	f-12
SDHAP2	5	f-212
SDHAP2	7	f-211
SDHAP2	7	f-213
SDHAP3	111	f-42
SDHAP3	128	f-35
SDHAP3	13	f-14
SDHAP3	159	f-27
SDHAP3	160	f-12
SDHAP3	162	f-28
SDHAP3	22	f-391
SDHAP3	9	f-390
SDHB	11	f-62
SDHB	30	f-63
SDHB	4	f-14
SDHB	51	f-13
SDHC	1	f-51
SDHC	148	f-13
SDHC	15	f-62
SDHC	16	f-63
SDHC	17	f-26
SDHC	268	f-22
SDHC	3	f-16
SDHC	3	f-25
SDHC	412	f-12
SDHC	8	f-27
SDHC	9	f-14
SDHC	9	f-61
SDHCP2	1	f-92
SDHCP3	2	f-392
SDHCP4	1	f-91
SDHD	2	f-14
SDHDP2	1	f-91
SDHDP6	1	f-14
SDHDP6	11	f-390
SDHDP6	11	f-42
SDHDP6	14	f-37
SDHDP6	15	f-92
SDHDP6	2	f-27
SDHDP6	26	f-39
SDHDP6	3	f-36
SDHDP6	319	f-12
SDHDP6	5	f-91
SDHDP6	51	f-391
SDHDP6	6	f-38
SDHDP6	8	f-392
SDK1	1	f-27
SDK1	1	f-390
SDK1	1	f-41
SDK1	12	f-14
SDK1	2	f-38
SDK1	34	f-39
SDK1	4	f-392
SDK1	405	f-12
SDK1	5	f-91
SDK2	1	f-211
SDK2	1	f-37
SDK2	1	f-39
SDK2	1	f-41
SDK2	1	f-51
SDK2	11	f-33
SDK2	12	f-35
SDK2	17	f-12
SDK2	3	f-42
SDK2	4	f-390
SDK2	5	f-392
SDK2	5	f-92
SDK2	51	f-14
SDK2	6	f-36
SDPR	1	f-14
SDR16C5	3	f-41
SDR16C6P	1	f-14
SDR39U1	1	f-16
SDR39U1	1	f-41
SDR39U1	128	f-28
SDR39U1	132	f-12
SDR39U1	133	f-38
SDR39U1	133	f-391
SDR39U1	138	f-37
SDR39U1	150	f-36
SDR39U1	152	f-27
SDR39U1	152	f-35
SDR39U1	152	f-390
SDR39U1	152	f-392
SDR39U1	152	f-91
SDR39U1	153	f-42
SDR39U1	161	f-39
SDR39U1	163	f-92
SDR39U1	37	f-31
SDR39U1	5	f-212
SDR39U1	6	f-211
SDR39U1	6	f-213
SDR42E1	1	f-25
SDR42E1	1	f-33
SDR42E1	1	f-41
SDR42E1	2	f-390
SDR42E1	2	f-391
SDR42E1	3	f-14
SDR42E1	3	f-27
SDR42E1	5	f-37
SDR42E1	59	f-92
SDR9C7	2	f-23
SDR9C7	2	f-71
SDS	1	f-41
SDS	6	f-14
SDS	7	f-63
SDSL	1	f-16
SDSL	1	f-213
SDSL	1	f-62
SDSL	12	f-14
SDSL	2	f-61
SDSL	24	f-13
SDSL	33	f-35
SDSL	36	f-39
SDSL	4	f-63
SDSL	41	f-36
SDSL	41	f-390
SDSL	41	f-391
SDSL	44	f-12
SDSL	47	f-38
SDSL	55	f-92
SDSL	65	f-37
SDSL	82	f-91
SDSL	94	f-392
SEBOX	1	f-63
SEBOX	6	f-26
SEC1	1	f-16
SEC11A	14	f-22
SEC11A	15	f-39
SEC11A	38	f-62
SEC11A	43	f-63
SEC11A	5	f-14
SEC11A	5	f-27
SEC11A	55	f-61
SEC11A	6	f-392
SEC11A	9	f-26
SEC11C	1	f-211
SEC11C	1	f-25
SEC11C	1	f-51
SEC11C	13	f-62
SEC11C	14	f-63
SEC11C	25	f-26
SEC11C	4	f-61
SEC11C	8	f-14
SEC13	1	f-12
SEC13	1	f-38
SEC13	1	f-41
SEC13	1	f-61
SEC13	10	f-62
SEC13	11	f-14
SEC13	2	f-16
SEC13	2	f-36
SEC13	6	f-392
SEC13P1	11	f-28
SEC13P1	11	f-391
SEC13P1	25	f-37
SEC13P1	3	f-38
SEC13P1	48	f-27
SEC13P1	6	f-92
SEC13P1	7	f-39
SEC13P1	8	f-390
SEC13P1	9	f-42
SEC14L1	1	f-213
SEC14L1	1	f-26
SEC14L1	1	f-392
SEC14L1	1	f-41
SEC14L1	1	f-92
SEC14L1	190	f-13
SEC14L1	2	f-25
SEC14L1	2	f-39
SEC14L1	2	f-51
SEC14L1	2	f-61
SEC14L1	45	f-14
SEC14L1	5	f-36
SEC14L1	5	f-37
SEC14L1	5	f-62
SEC14L1	5	f-63
SEC14L1P1	1	f-92
SEC14L1P1	3	f-27
SEC14L2	1	f-12
SEC14L2	12	f-390
SEC14L2	5	f-39
SEC14L2	6	f-14
SEC14L2	9	f-33
SEC14L3	1	f-16
SEC14L3	1	f-41
SEC14L3	10	f-14
SEC14L3	20	f-92
SEC14L3	209	f-12
SEC14L3	3	f-36
SEC14L4	1	f-35
SEC14L4	4	f-14
SEC14L5	1	f-28
SEC14L5	16	f-14
SEC14L5	27	f-12
SEC14L5	9	f-37
SEC14L6	1	f-14
SEC14L6	14	f-37
SEC14L6	21	f-39
SEC15L2	1	f-25
SEC16A	2	f-61
SEC16A	212	f-12
SEC16A	3	f-25
SEC16A	31	f-14
SEC16A	34	f-392
SEC16A	36	f-62
SEC16A	36	f-63
SEC16A	5	f-23
SEC16A	5	f-71
SEC16A	9	f-26
SEC1P	14	f-12
SEC1P	21	f-27
SEC1P	5	f-14
SEC22A	1	f-51
SEC22A	14	f-392
SEC22A	259	f-12
SEC22A	3	f-14
SEC22A	38	f-26
SEC22A	39	f-62
SEC22A	41	f-61
SEC22A	41	f-63
SEC22B	1	f-61
SEC22B	1	f-62
SEC22B	1	f-63
SEC22C	1	f-25
SEC22C	1	f-33
SEC22C	1	f-51
SEC22C	10	f-26
SEC22C	10	f-61
SEC22C	2	f-12
SEC22C	20	f-62
SEC22C	25	f-63
SEC22C	4	f-23
SEC22C	4	f-71
SEC22C	6	f-14
SEC22C	84	f-13
SEC23A	11	f-62
SEC23A	3	f-25
SEC23A	3	f-36
SEC23A	6	f-14
SEC23B	100	f-33
SEC23B	102	f-37
SEC23B	110	f-36
SEC23B	111	f-42
SEC23B	113	f-38
SEC23B	15	f-12
SEC23B	15	f-92
SEC23B	2	f-51
SEC23B	28	f-61
SEC23B	30	f-26
SEC23B	33	f-14
SEC23B	4	f-28
SEC23B	406	f-31
SEC23B	42	f-63
SEC23B	48	f-62
SEC23B	51	f-392
SEC23B	58	f-391
SEC23B	6	f-91
SEC23B	646	f-13
SEC23B	90	f-39
SEC23B	91	f-32
SEC23IP	1	f-62
SEC23IP	2	f-14
SEC23IP	37	f-13
SEC23IP	5	f-61
SEC23IP	7	f-63
SEC24A	1	f-14
SEC24A	1	f-41
SEC24B	1	f-41
SEC24B	3	f-26
SEC24B	3	f-63
SEC24B	8	f-62
SEC24B-AS1	2	f-39
SEC24B-AS1	3	f-14
SEC24C	1	f-13
SEC24C	1	f-14
SEC24C	1	f-41
SEC24C	1	f-51
SEC24C	12	f-61
SEC24C	22	f-42
SEC24C	3	f-25
SEC24C	43	f-26
SEC24D	1	f-51
SEC24D	1	f-63
SEC24D	2	f-28
SEC24D	255	f-390
SEC24D	3	f-13
SEC24D	385	f-37
SEC24D	40	f-92
SEC24D	5	f-62
SEC31A	1	f-26
SEC31A	1	f-41
SEC31A	1	f-51
SEC31A	1	f-62
SEC31A	2	f-25
SEC31A	2	f-61
SEC31A	4	f-14
SEC31A	61	f-63
SEC31B	1	f-13
SEC31B	1	f-16
SEC31B	1	f-25
SEC31B	1	f-51
SEC31B	1	f-92
SEC31B	100	f-22
SEC31B	101	f-33
SEC31B	14	f-14
SEC31B	164	f-28
SEC31B	177	f-42
SEC31B	272	f-38
SEC31B	273	f-392
SEC31B	273	f-91
SEC31B	293	f-39
SEC31B	350	f-390
SEC31B	351	f-27
SEC31B	351	f-37
SEC31B	352	f-391
SEC31B	353	f-23
SEC31B	353	f-71
SEC31B	4	f-41
SEC31B	443	f-12
SEC61A1	107	f-13
SEC61A1	2	f-41
SEC61A1	4	f-62
SEC61A2	1	f-25
SEC61A2	1	f-51
SEC61A2	1	f-91
SEC61A2	11	f-28
SEC61A2	18	f-14
SEC61A2	2	f-16
SEC61A2	2	f-41
SEC61A2	31	f-36
SEC61A2	31	f-92
SEC61A2	32	f-392
SEC61A2	43	f-391
SEC61A2	69	f-35
SEC61A2	69	f-39
SEC61A2	82	f-23
SEC61A2	82	f-71
SEC61A2	84	f-12
SEC61A2	84	f-13
SEC61A2	89	f-37
SEC61A2	89	f-38
SEC61A2	90	f-27
SEC61A2	90	f-390
SEC61G	1	f-212
SEC61G	1	f-61
SEC62	1	f-211
SEC62	1	f-390
SEC62	1	f-51
SEC62	1	f-61
SEC62	11	f-62
SEC62	156	f-13
SEC62	2	f-36
SEC62	21	f-63
SEC62	3	f-14
SEC62	42	f-92
SEC62	9	f-26
SEC62-AS1	2	f-14
SEC63	1	f-63
SEC63	2	f-25
SEC63	2	f-61
SEC63	3	f-14
SEC63	8	f-62
SEC63P1	2	f-27
SECISBP2	1	f-16
SECISBP2	1	f-25
SECISBP2	1	f-39
SECISBP2	1	f-51
SECISBP2	10	f-12
SECISBP2	17	f-63
SECISBP2	24	f-62
SECISBP2	256	f-13
SECISBP2	29	f-14
SECISBP2	4	f-26
SECISBP2	4	f-61
SECISBP2L	1	f-224
SECISBP2L	1	f-225
SECISBP2L	1	f-62
SECISBP2L	101	f-23
SECISBP2L	101	f-71
SECISBP2L	2	f-14
SECISBP2L	2	f-222
SECISBP2L	230	f-35
SECISBP2L	28	f-391
SECISBP2L	4	f-63
SECISBP2L	41	f-22
SECTM1	1	f-23
SECTM1	1	f-33
SECTM1	1	f-35
SECTM1	1	f-38
SECTM1	1	f-61
SECTM1	1	f-71
SECTM1	10	f-42
SECTM1	139	f-12
SECTM1	25	f-14
SECTM1	4	f-392
SECTM1	5	f-390
SECTM1	5	f-391
SECTM1	5	f-63
SECTM1	6	f-26
SEH1L	1	f-14
SEH1L	187	f-13
SEH1L	2	f-212
SEH1L	4	f-25
SEH1L	49	f-61
SEH1L	5	f-41
SEH1L	62	f-26
SEH1L	63	f-63
SEH1L	65	f-62
SEL1L	1	f-14
SEL1L	1	f-26
SEL1L	1	f-61
SEL1L	2	f-211
SEL1L2	1	f-25
SEL1L3	1	f-16
SEL1L3	1	f-36
SEL1L3	1	f-37
SEL1L3	11	f-22
SEL1L3	11	f-42
SEL1L3	18	f-62
SEL1L3	2	f-41
SEL1L3	20	f-63
SEL1L3	22	f-26
SEL1L3	3	f-21
SEL1L3	3	f-72
SEL1L3	39	f-23
SEL1L3	39	f-71
SEL1L3	4	f-27
SEL1L3	43	f-14
SEL1L3	5	f-35
SEL1L3	6	f-28
SEL1L3	6	f-61
SEL1L3	9	f-25
SELE	12	f-13
SELE	12	f-92
SELE	21	f-42
SELE	3	f-14
SELE	6	f-212
SELENBP1	1	f-211
SELENBP1	1	f-212
SELENBP1	1	f-213
SELENBP1	10	f-14
SELENBP1	15	f-27
SELENBP1	62	f-13
SELK	1	f-25
SELK	4	f-14
SELL	1	f-51
SELL	1	f-91
SELL	116	f-23
SELL	116	f-71
SELL	12	f-28
SELL	13	f-27
SELL	24	f-25
SELL	24	f-61
SELL	26	f-12
SELL	32	f-14
SELL	33	f-21
SELL	33	f-72
SELL	630	f-13
SELL	71	f-26
SELL	74	f-63
SELL	8	f-41
SELM	1	f-39
SELM	1	f-41
SELM	186	f-13
SELM	19	f-62
SELM	40	f-63
SELM	6	f-61
SELO	1	f-25
